lon,lat,time,Ampl
98,0.999949216842651,6,0.0272520956269621
98,1.99959397315979,6,0.0275923170687347
98,4.74456834793091,7,0.0398542410713194
98,4.99366569519043,7,0.0392469899738272
98,8.46899127960205,7,0.0467076893475645
98,8.71618556976318,7,0.0496451602701047
98,13.8627319335938,7,0.209709480452669
98,14.1053228378296,7,0.220869637779353
98.25,-64.6539916992188,8,0.341813793023271
98.25,-0.249999210238457,6,0.0267817021549238
98.25,1.99959397315979,6,0.028274273628982
98.25,4.49538087844849,6,0.0364849372304726
98.25,8.22163867950439,7,0.0537696168843971
98.25,8.96321582794189,7,0.0797469369057678
98.25,9.21007823944092,8,0.0740022639364579
98.25,9.45676803588867,7,0.104488028501657
98.25,10.1957597732544,7,0.157526550976346
98.25,10.4417161941528,7,0.212882559449798
98.25,10.687479019165,7,0.22371308745746
98.25,11.6684951782227,7,0.201633585301566
98.25,13.3767938613892,7,0.205250788094374
98.25,13.6198883056641,7,0.213620878256777
98.5,-64.6539916992188,8,0.330058044299338
98.5,-1.24990081787109,6,0.0255313503247185
98.5,-0.999949216842651,6,0.0256891533305041
98.5,-0.499993652105331,6,0.0259527536199519
98.5,0,6,0.0289047940597386
98.5,1.74972796440125,6,0.02889538749613
98.5,3.99675464630127,7,0.0399013323945932
98.5,4.24610805511475,8,0.0347148801989529
98.5,7.97413206100464,7,0.0558656400629794
98.5,9.70328140258789,7,0.140205612218867
98.5,9.94961357116699,7,0.170091475556881
98.5,10.9330415725708,7,0.229098796007156
98.5,11.1784019470215,8,0.179328766176255
98.5,11.4235544204712,7,0.261853615698096
98.5,11.9132204055786,7,0.15622458896125
98.5,12.1577243804932,7,0.241474218438127
98.5,12.4020042419434,7,0.226454562432203
98.5,12.6460552215576,7,0.228968931515019
98.5,12.8898735046387,7,0.241343285110127
98.5,13.1334543228149,7,0.24141739199498
98.75,-64.9731597900391,8,0.362952368513673
98.75,-64.8671951293945,8,0.346636629449115
98.75,-64.7608032226562,8,0.324787401243697
98.75,-1.74972796440125,6,0.0260301575413355
98.75,-1.49982869625092,6,0.025217087970523
98.75,-0.749978601932526,6,0.0263022111240161
98.75,-0.249999210238457,6,0.0268379494277184
98.75,0.999949216842651,6,0.0442309793207965
98.75,1.24990081787109,6,0.0425592585374605
98.75,1.49982869625092,6,0.0429455433168169
98.75,3.99675464630127,8,0.0379839237084827
98.75,7.97413206100464,7,0.0650256707693544
99,-65.3928756713867,8,0.37992914674882
99,-65.2885665893555,8,0.373293461139025
99,-65.1838531494141,8,0.36579247171775
99,-65.0787124633789,8,0.350737747806194
99,-1.99959397315979,6,0.0247052252619431
99,-0.999949216842651,6,0.026818997000577
99,0.249999210238457,7,0.03463676
99,0.499993652105331,6,0.0644531471291103
99,0.749978601932526,7,0.0497899740726156
99,3.74732565879822,8,0.0341318942719742
99,7.72647523880005,7,0.0566910208556381
99.25,-65.6002502441406,8,0.385559023452907
99.25,-65.4967651367188,8,0.371780162793629
99.25,-1.99959397315979,6,0.02492939967942
99.25,-1.49982869625092,6,0.0266143295826295
99.25,-1.24990081787109,6,0.0267448879910926
99.25,0,6,0.0286797205246726
99.25,3.49782538414001,9,0.0369650176991027
99.25,7.47867298126221,7,0.0606596687727728
99.25,9.45676803588867,1,0.458319739539702
99.25,9.70328140258789,1,0.759616264918375
99.25,9.94961357116699,1,0.699259259996462
99.25,10.1957597732544,1,0.640414324750009
99.5,-65.6002502441406,8,0.365726818034151
99.5,-2.24942183494568,6,0.0247450569976039
99.5,-1.74972796440125,6,0.026334329286717
99.5,0,6,0.0391846929661678
99.5,3.49782538414001,9,0.0326563722234652
99.5,6.98265075683594,7,0.0602962598011276
99.5,7.2307300567627,7,0.0656349238337104
99.5,9.45676803588867,1,0.742009803683061
99.5,10.4417161941528,1,0.533036500438591
99.5,10.687479019165,1,0.519208055210129
99.75,-65.6002502441406,8,0.353824423682458
99.75,-2.49920701980591,6,0.0243780929642865
99.75,-1.99959397315979,6,0.0253226740436363
99.75,-0.249999210238457,6,0.0280998055602521
99.75,3.24825859069824,9,0.0336160713518474
99.75,6.73443984985352,7,0.0556460345764434
99.75,9.45676803588867,1,0.659411278442577
99.75,10.9330415725708,1,0.373949086185482
99.75,11.1784019470215,1,0.482059238407147
99.75,11.4235544204712,1,0.485887329046519
99.75,11.6684951782227,1,0.469284250188813
100,-65.6002502441406,8,0.34758185328997
100,-2.99863004684448,6,0.0245622808245971
100,-2.7489447593689,6,0.0240740412004627
100,-2.24942183494568,6,0.0259544837942345
100,-0.749978601932526,6,0.0276593787112258
100,-0.499993652105331,6,0.0273748862009023
100,2.99863004684448,9,0.0353485859925688
100,6.23764181137085,7,0.0615655274209824
100,6.48610210418701,7,0.0615006866568737
