lon,lat,phi0
101.75,-3.49782538414001,-0.15034848
101.75,1.74972796440125,0.01277226
101.75,1.99959397315979,0.03177824
101.75,2.49920701980591,0.03184825
101.75,6.73443984985352,-0.08259833
101.75,12.4020042419434,-0.06395735
102,-65.7033157348633,-0.13785585
102,-5.49157285690308,-0.15595132
102,-3.74732565879822,-0.15235783
102,1.74972796440125,0.03381973
102,2.24942183494568,-0.00293577
102,6.48610210418701,-0.0764611
102,12.4020042419434,-0.09600705
102.25,-65.7033157348633,-0.1404805
102.25,-5.74037265777588,-0.15741736
102.25,-5.24266910552979,-0.15773261
102.25,-3.99675464630127,-0.16969876
102.25,-3.74732565879822,-0.18112352
102.25,1.74972796440125,0.03847988
102.25,1.99959397315979,0.03962185
102.25,6.23764181137085,-0.08241989
102.25,12.1577243804932,-0.07097586
102.5,-65.6002502441406,-0.14027298
102.5,-65.4967651367188,-0.13722697
102.5,-5.49157285690308,-0.16055347
102.5,-4.24610805511475,-0.15844537
102.5,1.24990081787109,-0.06089329
102.5,1.49982869625092,-0.06910491
102.5,1.99959397315979,0.04307605
102.5,5.98906373977661,-0.08714578
102.5,11.9132204055786,-0.08248977
102.75,-65.3928756713867,-0.14145329
102.75,-65.2885665893555,-0.14377825
102.75,-4.49538087844849,-0.15141097
102.75,1.24990081787109,-0.06500916
102.75,1.74972796440125,-0.07384786
102.75,5.74037265777588,-0.08782378
102.75,11.6684951782227,-0.09410019
102.75,11.9132204055786,-0.08773942
103,-65.1838531494141,-0.16324288
103,-4.74456834793091,-0.14921638
103,1.24990081787109,-0.06521049
103,1.49982869625092,-0.06898687
103,5.74037265777588,-0.09692499
103,11.1784019470215,-0.08027944
103,11.4235544204712,-0.08434573
103.25,-65.1838531494141,-0.15928372
103.25,-4.74456834793091,-0.15061362
103.25,0.749978601932526,-0.05521006
103.25,0.999949216842651,-0.06671923
103.25,1.49982869625092,-0.06726185
103.25,5.24266910552979,-0.10713808
103.25,5.49157285690308,-0.10770617
103.25,10.9330415725708,-0.05888311
103.5,-65.3928756713867,-0.14078774
103.5,-65.2885665893555,-0.14561006
103.5,-4.99366569519043,-0.15296211
103.5,-0.749978601932526,-0.01828896
103.5,-0.499993652105331,-0.01608456
103.5,0.499993652105331,-0.05584659
103.5,1.24990081787109,-0.0714531
103.5,2.99863004684448,-0.08761483
103.5,3.24825859069824,-0.07305752
103.5,3.49782538414001,-0.07718159
103.5,3.74732565879822,-0.08334478
103.5,3.99675464630127,-0.09037177
103.5,4.24610805511475,-0.09415259
103.5,4.49538087844849,-0.10282022
103.5,4.74456834793091,-0.11221415
103.5,4.99366569519043,-0.11221739
103.5,10.687479019165,-0.05541116
103.5,10.9330415725708,-0.05272924
103.75,-65.4967651367188,-0.13977614
103.75,-5.24266910552979,-0.15668527
103.75,-0.749978601932526,-0.01994228
103.75,-0.249999210238457,-0.02572196
103.75,0.499993652105331,-0.05445155
103.75,1.24990081787109,-0.05584258
103.75,2.7489447593689,-0.1038356
103.75,10.4417161941528,-0.02835352
104,-65.6002502441406,-0.13753691
104,-5.49157285690308,-0.15968602
104,-0.999949216842651,-0.0487368
104,0,-0.05776018
104,0.249999210238457,-0.03802259
104,1.24990081787109,-0.0600228
104,2.24942183494568,-0.08935647
104,2.49920701980591,-0.1022519
104,10.4417161941528,-0.03750216
104.25,-66.0100784301758,-0.13937132
104.25,-65.9082336425781,-0.14533787
104.25,-65.8059768676758,-0.14432635
104.25,-65.7033157348633,-0.14308881
104.25,-5.74037265777588,-0.17628357
104.25,-0.999949216842651,-0.04545201
104.25,-0.499993652105331,-0.0318215
104.25,-0.249999210238457,-0.04838526
104.25,0.999949216842651,-0.07533327
104.25,1.24990081787109,-0.06829049
104.25,1.74972796440125,-0.08002504
104.25,1.99959397315979,-0.09359329
104.25,10.4417161941528,-0.04049851
104.5,-66.0100784301758,-0.14371647
104.5,-5.98906373977661,-0.17776158
104.5,-1.49982869625092,-0.06625781
104.5,-1.24990081787109,-0.06830492
104.5,-0.749978601932526,-0.05891609
104.5,0,-0.06927258
